,id,price,price_median,status
150,4031000260,200000.0,260000.0,Comprar
151,7982600030,219000.0,260000.0,Comprar
152,2730000070,225000.0,260000.0,Comprar
154,3353402400,124500.0,260000.0,Comprar
159,3750603471,239950.0,260000.0,Comprar
160,1311900240,226500.0,260000.0,Comprar
162,8856004327,248000.0,260000.0,Comprar
164,7696610270,238000.0,260000.0,Comprar
165,2616700560,250000.0,260000.0,Comprar
166,1311800560,209000.0,260000.0,Comprar
168,3751601171,229500.0,260000.0,Comprar
170,3750605247,255000.0,260000.0,Comprar
173,8001100030,256000.0,260000.0,Comprar
174,7905400160,246900.0,260000.0,Comprar
175,3750600566,199950.0,260000.0,Comprar
176,5530000030,233000.0,260000.0,Comprar
179,2730000270,178500.0,260000.0,Comprar
180,9262800002,232000.0,260000.0,Comprar
182,7696610240,257000.0,260000.0,Comprar
183,304100070,210000.0,260000.0,Comprar
184,1311000270,247000.0,260000.0,Comprar
185,4031000520,227000.0,260000.0,Comprar
186,8856004582,198000.0,260000.0,Comprar
187,8856001090,185900.0,260000.0,Comprar
188,1311400350,235000.0,260000.0,Comprar
189,7895500550,190848.0,260000.0,Comprar
191,3750603492,185000.0,260000.0,Comprar
192,3353400120,174000.0,260000.0,Comprar
193,302000065,184000.0,260000.0,Comprar
195,3751600146,166000.0,260000.0,Comprar
196,3751604895,165000.0,260000.0,Comprar
197,4014400237,132500.0,260000.0,Comprar
199,7905400040,206000.0,260000.0,Comprar
204,9265400210,227000.0,260000.0,Comprar
206,3599600150,201000.0,260000.0,Comprar
208,5515600087,215000.0,260000.0,Comprar
209,2482500040,199900.0,260000.0,Comprar
210,1021049057,207000.0,260000.0,Comprar
216,3329520410,245000.0,260000.0,Comprar
217,4013800206,199000.0,260000.0,Comprar
218,2460600040,175000.0,260000.0,Comprar
219,9543000205,139950.0,260000.0,Comprar
220,2154900330,234000.0,260000.0,Comprar
221,8159610150,234950.0,260000.0,Comprar
222,3353402390,171500.0,260000.0,Comprar
223,8001210120,234500.0,260000.0,Comprar
224,3422049158,246000.0,260000.0,Comprar
225,3329500730,220000.0,260000.0,Comprar
226,6143600555,229950.0,260000.0,Comprar
228,3750603685,250000.0,260000.0,Comprar
231,1311800220,234950.0,260000.0,Comprar
234,6306100190,220000.0,260000.0,Comprar
238,3353400840,230000.0,260000.0,Comprar
240,5412100920,250000.0,260000.0,Comprar
241,3876500290,175000.0,260000.0,Comprar
244,8856000545,100000.0,260000.0,Comprar
245,1311800130,162500.0,260000.0,Comprar
246,3751602249,205000.0,260000.0,Comprar
248,3750604417,172500.0,260000.0,Comprar
249,6084600420,245000.0,260000.0,Comprar
252,3356403304,154000.0,260000.0,Comprar
253,3356403140,225000.0,260000.0,Comprar
254,321049193,215000.0,260000.0,Comprar
257,9265410010,212000.0,260000.0,Comprar
263,3751600430,250000.0,260000.0,Comprar
264,2895550190,245000.0,260000.0,Comprar
265,9543000896,237000.0,260000.0,Comprar
266,6306100080,234950.0,260000.0,Comprar
268,1311200380,210000.0,260000.0,Comprar
269,4031000250,150000.0,260000.0,Comprar
270,3354400545,190000.0,260000.0,Comprar
271,7696500280,182500.0,260000.0,Comprar
273,7696630080,197000.0,260000.0,Comprar
276,2817850290,258000.0,260000.0,Comprar
277,4031000460,199500.0,260000.0,Comprar
278,3750606890,220000.0,260000.0,Comprar
279,3356402232,179900.0,260000.0,Comprar
283,1521049156,255000.0,260000.0,Comprar
286,3322049095,240000.0,260000.0,Comprar
287,1311200120,225000.0,260000.0,Comprar
289,2422000067,230000.0,260000.0,Comprar
293,9265410090,160000.0,260000.0,Comprar
294,2154900040,194250.0,260000.0,Comprar
295,5702330120,222400.0,260000.0,Comprar
296,8856003525,183500.0,260000.0,Comprar
299,7696620100,254999.0,260000.0,Comprar
301,3356402020,230000.0,260000.0,Comprar
302,3751604653,205000.0,260000.0,Comprar
303,8856004415,168000.0,260000.0,Comprar
304,1312900180,225000.0,260000.0,Comprar
305,3356403400,159000.0,260000.0,Comprar
306,3353401340,199900.0,260000.0,Comprar
309,629650370,250000.0,260000.0,Comprar
314,3356402702,215000.0,260000.0,Comprar
316,2911000100,245000.0,260000.0,Comprar
318,6181410950,254950.0,260000.0,Comprar
321,6601200250,205000.0,260000.0,Comprar
322,3356402705,216000.0,260000.0,Comprar
323,629650380,255000.0,260000.0,Comprar
342,1278000210,110000.0,260000.0,Comprar
344,1389600040,255000.0,260000.0,Comprar
349,8856003839,215000.0,260000.0,Comprar
350,6601200020,235245.0,260000.0,Comprar
359,16000397,189000.0,235000.0,Comprar
360,1202000200,233000.0,235000.0,Comprar
361,6131600075,225000.0,235000.0,Comprar
364,9500900135,200000.0,235000.0,Comprar
365,6131600060,214000.0,235000.0,Comprar
366,3224800075,234000.0,235000.0,Comprar
367,16000435,218500.0,235000.0,Comprar
368,1450100070,208000.0,235000.0,Comprar
370,1821059264,224000.0,235000.0,Comprar
372,3915500045,180000.0,235000.0,Comprar
373,7335400400,176250.0,235000.0,Comprar
376,7345000340,208000.0,235000.0,Comprar
377,3313600340,183000.0,235000.0,Comprar
378,8698600055,210000.0,235000.0,Comprar
380,835000055,175000.0,235000.0,Comprar
381,3021059155,161500.0,235000.0,Comprar
384,16000015,219950.0,235000.0,Comprar
387,2891000750,222000.0,235000.0,Comprar
388,7877400266,206000.0,235000.0,Comprar
389,2891100820,213500.0,235000.0,Comprar
390,7468900245,188200.0,235000.0,Comprar
391,7335400215,95000.0,235000.0,Comprar
393,7140800100,125000.0,235000.0,Comprar
397,7338000850,183000.0,235000.0,Comprar
398,7116500705,156000.0,235000.0,Comprar
401,3313600266,190000.0,235000.0,Comprar
403,2891000680,195000.0,235000.0,Comprar
404,6858700225,199950.0,235000.0,Comprar
405,7140600190,233500.0,235000.0,Comprar
407,7116000425,150000.0,235000.0,Comprar
408,7338001190,215000.0,235000.0,Comprar
410,8698100170,111300.0,235000.0,Comprar
411,1735800050,142500.0,235000.0,Comprar
413,7331900290,230000.0,235000.0,Comprar
415,3802000020,154950.0,235000.0,Comprar
416,304000380,197000.0,235000.0,Comprar
417,4399210130,225500.0,235000.0,Comprar
420,7335400500,194900.0,235000.0,Comprar
421,7338000950,187000.0,235000.0,Comprar
422,1450300050,224950.0,235000.0,Comprar
423,7335400345,135000.0,235000.0,Comprar
424,5198600005,195000.0,235000.0,Comprar
429,1921059310,193000.0,235000.0,Comprar
430,3141600210,186000.0,235000.0,Comprar
433,9500900110,224000.0,235000.0,Comprar
435,1821059067,200000.0,235000.0,Comprar
436,1018000110,224000.0,235000.0,Comprar
439,1202000140,160000.0,235000.0,Comprar
440,3339900640,200000.0,235000.0,Comprar
441,2648500030,112000.0,235000.0,Comprar
443,2648000071,225000.0,235000.0,Comprar
444,1921059235,215000.0,235000.0,Comprar
445,1450100390,208000.0,235000.0,Comprar
447,7345200400,205000.0,235000.0,Comprar
448,7338000270,184500.0,235000.0,Comprar
449,1921059045,195000.0,235000.0,Comprar
450,7889000160,222000.0,235000.0,Comprar
451,7140600055,207000.0,235000.0,Comprar
455,7116500125,189000.0,235000.0,Comprar
457,7338000800,185000.0,235000.0,Comprar
460,7468900270,140000.0,235000.0,Comprar
462,7116000350,128750.0,235000.0,Comprar
463,6131600240,190000.0,235000.0,Comprar
467,8698600395,150000.0,235000.0,Comprar
469,5125400385,220000.0,235000.0,Comprar
471,7338000150,160000.0,235000.0,Comprar
473,1450000210,179500.0,235000.0,Comprar
475,7338000730,167000.0,235000.0,Comprar
476,8581400450,159995.0,235000.0,Comprar
481,2597500840,209950.0,235000.0,Comprar
484,3224900130,223000.0,235000.0,Comprar
485,1450100020,208000.0,235000.0,Comprar
486,6131600285,195500.0,235000.0,Comprar
491,5198600010,180000.0,235000.0,Comprar
494,1450100420,205000.0,235000.0,Comprar
495,6131600255,202500.0,235000.0,Comprar
497,1450000050,201000.0,235000.0,Comprar
498,7116000225,190000.0,235000.0,Comprar
499,9150100020,189000.0,235000.0,Comprar
501,7468900235,163500.0,235000.0,Comprar
503,7140600225,137000.0,235000.0,Comprar
506,6138000095,219000.0,235000.0,Comprar
508,7335400020,219500.0,235000.0,Comprar
509,1018000276,217000.0,235000.0,Comprar
510,7345000120,206000.0,235000.0,Comprar
511,4472000040,230000.0,235000.0,Comprar
515,2891000610,148900.0,235000.0,Comprar
516,2891000450,229500.0,235000.0,Comprar
517,8581400015,189900.0,235000.0,Comprar
518,7345200650,219200.0,235000.0,Comprar
519,7116500925,206000.0,235000.0,Comprar
522,4399210110,232603.0,235000.0,Comprar
523,9499200220,234000.0,235000.0,Comprar
524,3313600077,185000.0,235000.0,Comprar
526,7335400065,229950.0,235000.0,Comprar
527,7877400245,193000.0,235000.0,Comprar
552,301402280,223990.0,235000.0,Comprar
556,1321400060,257500.0,269500.0,Comprar
557,7983200060,230000.0,269500.0,Comprar
558,921049315,199000.0,269500.0,Comprar
559,3655000070,220000.0,269500.0,Comprar
562,3584000310,225000.0,269500.0,Comprar
563,1745100140,210000.0,269500.0,Comprar
565,7511800070,264000.0,269500.0,Comprar
568,7203000640,215000.0,269500.0,Comprar
569,2329500260,232500.0,269500.0,Comprar
570,421049116,216000.0,269500.0,Comprar
571,5559600140,253000.0,269500.0,Comprar
574,7683800192,179950.0,269500.0,Comprar
577,2412600030,235000.0,269500.0,Comprar
578,7203000465,245000.0,269500.0,Comprar
579,7978800621,229000.0,269500.0,Comprar
582,4222000320,240000.0,269500.0,Comprar
586,251300260,255000.0,269500.0,Comprar
590,4322300340,265000.0,269500.0,Comprar
592,7983000200,250000.0,269500.0,Comprar
593,2268000370,190000.0,269500.0,Comprar
594,9315100030,190000.0,269500.0,Comprar
595,2190601049,212000.0,269500.0,Comprar
596,4131500140,175000.0,269500.0,Comprar
598,818500490,153503.0,269500.0,Comprar
603,8588000315,225000.0,269500.0,Comprar
607,7985000100,222000.0,269500.0,Comprar
611,3876540630,205500.0,269500.0,Comprar
612,7941500170,219000.0,269500.0,Comprar
613,5151600480,248000.0,269500.0,Comprar
614,3322049126,261000.0,269500.0,Comprar
616,1140000190,219950.0,269500.0,Comprar
620,1140000050,215000.0,269500.0,Comprar
622,7575610170,200000.0,269500.0,Comprar
623,7875200005,140000.0,269500.0,Comprar
624,2268000470,241500.0,269500.0,Comprar
628,7875400050,212000.0,269500.0,Comprar
629,3391900130,258750.0,269500.0,Comprar
631,3275300440,230000.0,269500.0,Comprar
632,2268000050,229900.0,269500.0,Comprar
633,2191600780,219000.0,269500.0,Comprar
634,4222310290,253000.0,269500.0,Comprar
635,3317010130,236000.0,269500.0,Comprar
639,4222500020,256400.0,269500.0,Comprar
641,2345500010,210500.0,269500.0,Comprar
643,4222100280,239999.0,269500.0,Comprar
644,4222200280,225000.0,269500.0,Comprar
645,3876540780,221000.0,269500.0,Comprar
647,4222200380,237000.0,269500.0,Comprar
648,7941600220,219900.0,269500.0,Comprar
651,7575620750,266000.0,269500.0,Comprar
652,8798000100,252500.0,269500.0,Comprar
656,7212680850,258000.0,269500.0,Comprar
669,1502400300,235000.0,269500.0,Comprar
671,2413300730,263500.0,269500.0,Comprar
673,5149800040,255000.0,269500.0,Comprar
675,2312400230,257000.0,269500.0,Comprar
677,3275310220,244000.0,269500.0,Comprar
679,4223000140,260750.0,269500.0,Comprar
680,3392100140,215000.0,269500.0,Comprar
684,7183000060,260000.0,269500.0,Comprar
685,2412600070,230000.0,269500.0,Comprar
687,3568200060,245000.0,269500.0,Comprar
692,3375300370,262500.0,269500.0,Comprar
698,4322300140,265000.0,269500.0,Comprar
704,7941600390,225000.0,269500.0,Comprar
705,6603000030,236000.0,269500.0,Comprar
706,7682200340,182000.0,269500.0,Comprar
707,421049114,128000.0,269500.0,Comprar
711,2821049082,225000.0,269500.0,Comprar
713,9268710140,191950.0,269500.0,Comprar
715,537000416,250000.0,269500.0,Comprar
716,3275300270,250000.0,269500.0,Comprar
717,103400160,263000.0,269500.0,Comprar
718,2312400200,247000.0,269500.0,Comprar
720,1042500013,219950.0,269500.0,Comprar
722,7466900320,242000.0,269500.0,Comprar
723,7682200320,197400.0,269500.0,Comprar
727,3584000400,172000.0,269500.0,Comprar
728,9268710390,239000.0,269500.0,Comprar
730,4222310410,230500.0,269500.0,Comprar
732,9315100210,227490.0,269500.0,Comprar
733,2329600040,158000.0,269500.0,Comprar
734,3375300150,258500.0,269500.0,Comprar
735,4222200210,245000.0,269500.0,Comprar
737,2019200220,269000.0,269500.0,Comprar
738,3375300210,250000.0,269500.0,Comprar
739,8588000610,210000.0,269500.0,Comprar
741,7212660540,200000.0,269500.0,Comprar
742,3375300360,217500.0,269500.0,Comprar
743,2190600243,210000.0,269500.0,Comprar
745,4222310220,235500.0,269500.0,Comprar
746,4222200120,240000.0,269500.0,Comprar
747,7466900220,170000.0,269500.0,Comprar
748,7983100150,199950.0,269500.0,Comprar
749,7683800212,229000.0,269500.0,Comprar
750,2268000180,230000.0,269500.0,Comprar
752,5151600040,200126.0,269500.0,Comprar
754,3674400035,156000.0,269500.0,Comprar
755,2501600150,194000.0,269500.0,Comprar
756,4222500410,267000.0,269500.0,Comprar
757,3876540410,242000.0,269500.0,Comprar
759,421049254,179000.0,269500.0,Comprar
760,4222310010,267950.0,269500.0,Comprar
764,2329700440,155000.0,269500.0,Comprar
765,100500020,250000.0,269500.0,Comprar
768,2329600280,225900.0,269500.0,Comprar
769,1117000050,250000.0,269500.0,Comprar
770,2019200480,220000.0,269500.0,Comprar
771,7683800010,205000.0,269500.0,Comprar
773,7943000020,183000.0,269500.0,Comprar
775,7575600430,240000.0,269500.0,Comprar
778,2268000500,229900.0,269500.0,Comprar
779,271200130,215000.0,269500.0,Comprar
780,7984400005,253500.0,269500.0,Comprar
781,7984400050,207000.0,269500.0,Comprar
782,7153400010,190500.0,269500.0,Comprar
783,4223000280,221000.0,269500.0,Comprar
785,3392100050,205000.0,269500.0,Comprar
787,4222310680,240000.0,269500.0,Comprar
790,9315000010,247500.0,269500.0,Comprar
791,7985000010,251000.0,269500.0,Comprar
795,7575610250,225000.0,269500.0,Comprar
796,5153900080,199000.0,269500.0,Comprar
798,6093900280,209950.0,269500.0,Comprar
800,7985100190,248500.0,269500.0,Comprar
805,7303200450,242000.0,269500.0,Comprar
808,421049170,239000.0,269500.0,Comprar
809,7575620120,260000.0,269500.0,Comprar
810,3584000180,253400.0,269500.0,Comprar
811,818500100,174500.0,269500.0,Comprar
812,9268710220,186950.0,269500.0,Comprar
814,643000110,247500.0,269500.0,Comprar
816,9268700040,215000.0,269500.0,Comprar
817,1745000090,208000.0,269500.0,Comprar
818,7575600610,265000.0,269500.0,Comprar
822,1321400650,250000.0,269500.0,Comprar
823,5153900150,205000.0,269500.0,Comprar
832,3394100030,975000.0,1150000.0,Comprar
834,2450000295,1088000.0,1150000.0,Comprar
837,1653500070,927000.0,1150000.0,Comprar
839,4348800030,727500.0,1150000.0,Comprar
840,708000030,888000.0,1150000.0,Comprar
841,6664000030,980000.0,1150000.0,Comprar
842,8146100270,824000.0,1150000.0,Comprar
845,7000100631,730000.0,1150000.0,Comprar
846,3250500140,850000.0,1150000.0,Comprar
850,4395600060,935000.0,1150000.0,Comprar
855,8146100370,735000.0,1150000.0,Comprar
856,3861400030,950000.0,1150000.0,Comprar
857,6344000060,760000.0,1150000.0,Comprar
860,824059083,993000.0,1150000.0,Comprar
863,824059277,985000.0,1150000.0,Comprar
866,292000070,895000.0,1150000.0,Comprar
867,8056000075,1065000.0,1150000.0,Comprar
868,9808590310,1000750.0,1150000.0,Comprar
870,1651500060,845000.0,1150000.0,Comprar
872,3860400100,950000.0,1150000.0,Comprar
876,1266200015,805500.0,1150000.0,Comprar
880,3025059089,950000.0,1150000.0,Comprar
881,249000115,650000.0,1150000.0,Comprar
882,7000100711,1100000.0,1150000.0,Comprar
884,7000100850,569000.0,1150000.0,Comprar
886,1561600025,712500.0,1150000.0,Comprar
887,3861400061,641000.0,1150000.0,Comprar
889,8562400025,816000.0,1150000.0,Comprar
890,8146300025,772000.0,1150000.0,Comprar
891,7963900100,680000.0,1150000.0,Comprar
893,1925059194,1145000.0,1150000.0,Comprar
897,1872900076,979000.0,1150000.0,Comprar
900,824059211,800000.0,1150000.0,Comprar
902,4389201064,810000.0,1150000.0,Comprar
904,824059140,949880.0,1150000.0,Comprar
905,644200090,921000.0,1150000.0,Comprar
906,2425700005,760000.0,1150000.0,Comprar
908,644000185,875000.0,1150000.0,Comprar
910,3210600010,635000.0,1150000.0,Comprar
911,9533600185,985000.0,1150000.0,Comprar
912,5739600427,725000.0,1150000.0,Comprar
914,686900010,898000.0,1150000.0,Comprar
917,524059323,990400.0,1150000.0,Comprar
918,2025059134,810000.0,1150000.0,Comprar
919,4348800080,641200.0,1150000.0,Comprar
921,2925059260,800000.0,1150000.0,Comprar
922,8084400010,650000.0,1150000.0,Comprar
923,1266200130,650000.0,1150000.0,Comprar
924,5536100010,1050000.0,1150000.0,Comprar
927,862000020,800000.0,1150000.0,Comprar
928,4122700020,850000.0,1150000.0,Comprar
929,2344300122,900000.0,1150000.0,Comprar
930,6043400006,815000.0,1150000.0,Comprar
931,1925059049,775000.0,1150000.0,Comprar
933,3025059136,800000.0,1150000.0,Comprar
935,524059093,775000.0,1150000.0,Comprar
936,1056200010,750000.0,1150000.0,Comprar
940,2025059150,1038000.0,1150000.0,Comprar
944,7000100635,600000.0,1150000.0,Comprar
945,685000265,825000.0,1150000.0,Comprar
947,644200040,1000000.0,1150000.0,Comprar
948,2925059294,860000.0,1150000.0,Comprar
951,8146100410,760000.0,1150000.0,Comprar
952,8146100325,787000.0,1150000.0,Comprar
953,5078400090,915000.0,1150000.0,Comprar
954,4389201021,1014250.0,1150000.0,Comprar
955,2387000110,898000.0,1150000.0,Comprar
959,2450500110,780000.0,1150000.0,Comprar
960,7000100775,625000.0,1150000.0,Comprar
961,540100056,843500.0,1150000.0,Comprar
962,8146300015,685000.0,1150000.0,Comprar
963,4389200610,903000.0,1150000.0,Comprar
968,3537900180,700000.0,1150000.0,Comprar
970,8861000210,865000.0,1150000.0,Comprar
972,686900030,999950.0,1150000.0,Comprar
973,8861000060,875000.0,1150000.0,Comprar
974,682000030,610000.0,1150000.0,Comprar
975,650000030,745000.0,1150000.0,Comprar
977,711000070,730000.0,1150000.0,Comprar
978,2025059204,1013050.0,1150000.0,Comprar
982,3860400060,1130000.0,1150000.0,Comprar
983,6669000070,1000000.0,1150000.0,Comprar
984,685000160,770000.0,1150000.0,Comprar
989,2450000320,607000.0,1150000.0,Comprar
990,524059208,650000.0,1150000.0,Comprar
993,3860900111,695000.0,1150000.0,Comprar
997,1424200070,1110000.0,1150000.0,Comprar
998,250000320,626000.0,1150000.0,Comprar
1001,644000102,650000.0,1150000.0,Comprar
1002,727500030,815000.0,1150000.0,Comprar
1004,686800070,895000.0,1150000.0,Comprar
1006,824059293,943500.0,1150000.0,Comprar
1007,9808700370,899000.0,1150000.0,Comprar
1009,629000730,745000.0,1150000.0,Comprar
1010,644200065,1030000.0,1150000.0,Comprar
1012,1424200035,945000.0,1150000.0,Comprar
1013,2344300220,1100000.0,1150000.0,Comprar
1016,524059241,870000.0,1150000.0,Comprar
1017,8146300180,860000.0,1150000.0,Comprar
1019,8146100610,672000.0,1150000.0,Comprar
1020,629000410,915000.0,1150000.0,Comprar
1021,686800065,667500.0,1150000.0,Comprar
1023,627300145,1148000.0,1150000.0,Comprar
1024,9808590210,860000.0,1150000.0,Comprar
1028,8146100580,765000.0,1150000.0,Comprar
1032,524059052,975000.0,1150000.0,Comprar
1033,1266200120,720000.0,1150000.0,Comprar
1034,8146200150,830000.0,1150000.0,Comprar
1035,8086000201,875000.0,1150000.0,Comprar
1037,8085400410,920000.0,1150000.0,Comprar
1039,629000704,1000000.0,1150000.0,Comprar
1040,4122700040,860000.0,1150000.0,Comprar
1041,6684500040,725000.0,1150000.0,Comprar
1043,4122500095,1050000.0,1150000.0,Comprar
1044,8146300020,723000.0,1150000.0,Comprar
1046,686800080,1034500.0,1150000.0,Comprar
1053,6664000130,635250.0,1150000.0,Comprar
1054,644210020,780000.0,1150000.0,Comprar
1055,3394100020,990000.0,1150000.0,Comprar
1056,8146100095,839000.0,1150000.0,Comprar
1058,3250500103,925000.0,1150000.0,Comprar
1060,2450000275,595000.0,1150000.0,Comprar
1061,9534400010,965800.0,1150000.0,Comprar
1062,8861000095,865000.0,1150000.0,Comprar
1064,9808610190,782000.0,1150000.0,Comprar
1067,5078400190,915000.0,1150000.0,Comprar
1070,1561600095,1058000.0,1150000.0,Comprar
1071,9533100080,781000.0,1150000.0,Comprar
1075,3835500005,1100000.0,1150000.0,Comprar
1077,5739601300,605000.0,1150000.0,Comprar
1078,8861000235,825000.0,1150000.0,Comprar
1081,3210700170,650000.0,1150000.0,Comprar
1082,3210700380,640000.0,1150000.0,Comprar
1087,2062600020,530000.0,1150000.0,Comprar
1090,2025059201,725000.0,1150000.0,Comprar
1094,5078400210,921000.0,1150000.0,Comprar
1095,9533100145,750000.0,1150000.0,Comprar
1099,4389200761,1100000.0,1150000.0,Comprar
1101,2344300180,1027000.0,1150000.0,Comprar
1104,3394100230,1050000.0,1150000.0,Comprar
1105,8146300205,725000.0,1150000.0,Comprar
1106,2025059131,980000.0,1150000.0,Comprar
1107,2450000165,650000.0,1150000.0,Comprar
1108,2591700037,746000.0,1150000.0,Comprar
1109,5492200090,770126.0,1150000.0,Comprar
1111,3472800068,968000.0,1150000.0,Comprar
1113,5078400035,875000.0,1150000.0,Comprar
1114,9808610410,640000.0,1150000.0,Comprar
1131,666000142,798500.0,1150000.0,Comprar
1133,8725950360,720000.0,1150000.0,Comprar
1134,8725950220,910000.0,1150000.0,Comprar
1135,8725950020,695000.0,1150000.0,Comprar
1137,666000143,785000.0,1150000.0,Comprar
1138,8725950170,950000.0,1150000.0,Comprar
1144,524059322,999999.0,1150000.0,Comprar
1150,5307100060,638700.0,765475.0,Comprar
1154,4100000140,640000.0,765475.0,Comprar
1155,9542100135,620000.0,765475.0,Comprar
1156,7811200310,635000.0,765475.0,Comprar
1159,9542000075,700000.0,765475.0,Comprar
1160,9560700055,550000.0,765475.0,Comprar
1161,9512000140,755000.0,765475.0,Comprar
1165,5160300030,660000.0,765475.0,Comprar
1166,7811210320,549000.0,765475.0,Comprar
1167,3584900160,565000.0,765475.0,Comprar
1169,7811210200,542500.0,765475.0,Comprar
1171,9542400025,720000.0,765475.0,Comprar
1176,2825059256,680000.0,765475.0,Comprar
1177,7811100100,566000.0,765475.0,Comprar
1179,2330000015,740000.0,765475.0,Comprar
1182,2785000110,540000.0,765475.0,Comprar
1184,3584900090,577000.0,765475.0,Comprar
1187,514500090,550000.0,765475.0,Comprar
1190,3425059206,725000.0,765475.0,Comprar
1192,7254000100,680000.0,765475.0,Comprar
1193,7811000020,490000.0,765475.0,Comprar
1194,6205500280,576000.0,765475.0,Comprar
1199,2785000290,675000.0,765475.0,Comprar
1204,7971300050,657500.0,765475.0,Comprar
1205,514500235,411100.0,765475.0,Comprar
1206,1546600020,760000.0,765475.0,Comprar
1208,9542000050,615000.0,765475.0,Comprar
1212,7254000050,596000.0,765475.0,Comprar
1213,6189200345,738950.0,765475.0,Comprar
1216,1153000040,650000.0,765475.0,Comprar
1217,924059233,659000.0,765475.0,Comprar
1221,514500195,556000.0,765475.0,Comprar
1224,2077700042,530000.0,765475.0,Comprar
1228,1726600120,729032.0,765475.0,Comprar
1230,9541600015,660000.0,765475.0,Comprar
1231,6205500580,530000.0,765475.0,Comprar
1232,424059100,449228.0,765475.0,Comprar
1237,7811220070,490000.0,765475.0,Comprar
1238,3260000340,732600.0,765475.0,Comprar
1241,3260000700,530000.0,765475.0,Comprar
1243,6206100075,700000.0,765475.0,Comprar
1244,6206100030,550000.0,765475.0,Comprar
1245,6189200260,617450.0,765475.0,Comprar
1246,9542600070,516000.0,765475.0,Comprar
1248,3260000570,735000.0,765475.0,Comprar
1249,9542000340,500000.0,765475.0,Comprar
1251,3260200200,580000.0,765475.0,Comprar
1253,1546600565,705000.0,765475.0,Comprar
1258,9541800075,685650.0,765475.0,Comprar
1261,1546600125,640000.0,765475.0,Comprar
1262,7560000070,710000.0,765475.0,Comprar
1263,2330000035,710000.0,765475.0,Comprar
1265,1546600230,726000.0,765475.0,Comprar
1266,3260000120,599380.0,765475.0,Comprar
1267,3260100330,600000.0,765475.0,Comprar
1268,3425059218,740000.0,765475.0,Comprar
1270,7811100230,650000.0,765475.0,Comprar
1271,9542850580,760000.0,765475.0,Comprar
1272,5076700145,550000.0,765475.0,Comprar
1276,1153000150,744500.0,765475.0,Comprar
1283,1727000680,699000.0,765475.0,Comprar
1284,9332800020,745000.0,765475.0,Comprar
